origin,destination,search_date,departure_date,days_ahead,price
CGH,BSB,2025-06-07,2025-09-05,90,722.06
GRU,FOR,2025-06-07,2025-07-13,36,381.77
GRU,FOR,2025-01-04,2025-02-18,45,559.51
SDU,SSA,2025-05-31,2025-08-12,73,914.29
NAT,SDU,2025-04-02,2025-05-01,29,611.44
SDU,FOR,2025-01-25,2025-01-26,1,762.49
CGB,VCP,2025-07-22,2025-08-20,29,846.15
SSA,GIG,2025-06-11,2025-07-07,26,675.55
CGH,GRU,2025-06-23,2025-07-19,26,702.96
BEL,GIG,2025-07-11,2025-08-03,23,548.04
GIG,BSB,2024-12-26,2025-01-08,13,1129.08
REC,VCP,2024-10-13,2024-11-05,23,282.55
POA,GIG,2025-03-25,2025-05-02,38,790.6
VCP,CGB,2025-08-25,2025-11-15,82,399.95
REC,FOR,2024-12-01,2025-01-12,42,649.91
CGH,VCP,2024-11-08,2025-01-20,73,367.15
GRU,CGB,2024-09-29,2024-10-13,14,859.68
GRU,BSB,2024-10-14,2024-11-07,24,630.69
BEL,POA,2024-09-10,2024-09-17,7,1037.09
NAT,GRU,2025-04-27,2025-05-25,28,594.49
BSB,VCP,2024-12-01,2024-12-27,26,311.64
SSA,CGB,2024-12-28,2025-01-15,18,827.81
CWB,NAT,2025-02-05,2025-05-04,88,335.36
BSB,NAT,2025-02-23,2025-04-08,44,1128.23
SSA,FLN,2025-03-22,2025-05-18,57,677.68
NAT,GRU,2025-06-19,2025-09-12,85,892.51
CWB,CGB,2025-07-03,2025-09-06,65,780.62
BSB,CGH,2024-09-06,2024-11-23,78,276.51
FLN,NAT,2024-09-06,2024-10-20,44,731.35
SDU,CGH,2024-10-08,2025-01-01,85,990.61
FOR,BSB,2025-02-15,2025-05-10,84,376.26
SSA,CWB,2024-12-31,2025-01-01,1,404.04
POA,BSB,2024-11-09,2025-01-15,67,853.36
VCP,GIG,2024-10-19,2024-11-21,33,476.25
CWB,VCP,2025-02-06,2025-03-20,42,719.87
VCP,CWB,2024-10-21,2025-01-04,75,640.68
GIG,BEL,2025-06-09,2025-06-29,20,927.84
SDU,FLN,2024-10-15,2024-12-26,72,644.38
NAT,CGB,2024-10-22,2024-12-07,46,1017.38
GRU,GIG,2025-05-25,2025-06-16,22,418.96
GRU,BSB,2024-11-21,2024-12-21,30,531.55
BEL,FLN,2024-09-08,2024-10-02,24,607.86
BSB,GIG,2025-03-04,2025-04-05,32,889.07
GIG,CGB,2025-02-20,2025-04-07,46,984.07
CWB,NAT,2024-11-25,2025-02-15,82,843.03
FLN,GRU,2024-10-18,2024-12-28,71,1071.75
BEL,GRU,2025-07-06,2025-09-08,64,267.6
FOR,CWB,2024-10-17,2024-11-21,35,490.39
GRU,CGH,2024-10-30,2024-11-08,9,587.13
FOR,GRU,2024-10-14,2024-11-11,28,747.31
CWB,FLN,2024-12-24,2025-01-09,16,205.51
CWB,VCP,2025-08-03,2025-10-04,62,788.76
SDU,CGB,2024-10-12,2024-12-14,63,579.84
POA,CGH,2025-07-16,2025-10-14,90,862.74
SSA,VCP,2025-04-14,2025-05-29,45,1086.1
SSA,GIG,2024-12-26,2025-01-16,21,694.8
CGH,CGB,2024-10-03,2024-10-11,8,936.22
POA,GIG,2025-06-14,2025-09-12,90,761.5
SDU,FOR,2025-06-25,2025-07-31,36,502.68
FLN,REC,2025-08-25,2025-10-10,46,498.64
CWB,FLN,2024-10-13,2024-11-22,40,362.87
SDU,VCP,2025-03-09,2025-05-21,73,803.05
REC,FOR,2025-06-18,2025-06-27,9,667.4
NAT,POA,2024-12-01,2024-12-17,16,265.85
POA,FLN,2025-08-24,2025-10-23,60,238.06
REC,FOR,2025-02-10,2025-03-27,45,763.25
BSB,VCP,2025-05-20,2025-08-05,77,995.99
BSB,SDU,2025-01-18,2025-03-19,60,335.87
VCP,FOR,2025-07-16,2025-09-03,49,712.59
FOR,CGB,2024-10-30,2024-12-17,48,516.18
BEL,GIG,2025-08-18,2025-08-28,10,1045.67
BSB,NAT,2025-06-26,2025-07-05,9,273.6
POA,FOR,2025-08-13,2025-09-15,33,268.43
REC,VCP,2025-07-15,2025-08-31,47,873.54
POA,SSA,2025-04-04,2025-04-22,18,470.54
REC,NAT,2025-07-15,2025-09-21,68,340.14
CWB,SSA,2024-10-29,2025-01-05,68,697.33
GIG,NAT,2024-10-13,2024-11-05,23,628.8
SSA,BEL,2025-03-23,2025-05-24,62,549.13
SDU,NAT,2024-11-15,2024-12-18,33,805.37
SDU,GRU,2025-06-22,2025-09-20,90,649.43
POA,SDU,2025-03-13,2025-05-19,67,417.01
POA,REC,2025-06-14,2025-07-28,44,479.03
FLN,REC,2025-04-10,2025-05-17,37,732.51
CGB,BEL,2024-12-22,2025-01-12,21,903.92
SSA,POA,2025-02-19,2025-04-12,52,223.77
FLN,SDU,2024-11-21,2024-12-13,22,231.67
NAT,FOR,2024-09-13,2024-09-23,10,1052.3
VCP,FLN,2025-02-18,2025-03-10,20,309.74
CGB,CWB,2025-06-08,2025-08-08,61,513.77
FLN,FOR,2025-02-17,2025-05-14,86,331.76
SSA,FLN,2024-09-24,2024-09-26,2,838.64
BEL,CWB,2025-07-19,2025-09-13,56,779.88
POA,GRU,2024-09-20,2024-10-22,32,512.58
REC,GIG,2025-08-09,2025-09-24,46,903.19
REC,VCP,2024-09-24,2024-10-30,36,426.76
GRU,BSB,2025-05-09,2025-06-06,28,769.99
CGH,BEL,2025-04-22,2025-05-09,17,267.78
BSB,CWB,2025-04-06,2025-05-22,46,775.88
CGH,POA,2024-12-15,2025-02-07,54,891.09
BEL,CGB,2025-02-17,2025-03-31,42,550.74
FLN,FOR,2025-06-22,2025-07-16,24,929.31
CGH,VCP,2025-02-12,2025-03-01,17,513.39
CGH,FLN,2024-11-20,2024-12-18,28,892.9
BEL,GIG,2025-06-14,2025-08-26,73,488.5
GRU,FOR,2025-09-03,2025-11-13,71,368.48
CGB,FOR,2025-03-24,2025-05-15,52,1161.55
REC,GRU,2025-07-14,2025-09-17,65,1062.38
VCP,CWB,2024-10-10,2024-10-22,12,842.32
GIG,CWB,2025-02-13,2025-03-12,27,450.86
CGH,NAT,2024-11-12,2025-01-12,61,723.65
GIG,CGB,2025-08-04,2025-08-31,27,819.07
POA,BSB,2025-07-21,2025-07-25,4,258.32
CWB,SDU,2025-02-25,2025-04-21,55,779.82
FOR,POA,2025-05-01,2025-05-30,29,620.3
BEL,GRU,2025-03-14,2025-05-02,49,777.46
CGB,SDU,2025-01-25,2025-03-29,63,877.47
BEL,POA,2025-08-09,2025-10-21,73,445.54
CWB,FLN,2025-09-04,2025-11-25,82,927.3
BEL,VCP,2025-04-20,2025-06-03,44,723.21
CGH,CGB,2025-07-21,2025-10-12,83,634.79
CWB,BSB,2025-03-10,2025-05-14,65,701.81
NAT,SSA,2024-10-29,2024-11-23,25,1022.13
GIG,NAT,2025-07-25,2025-08-05,11,478.11
FLN,CWB,2025-01-23,2025-04-06,73,1110.19
REC,NAT,2025-06-25,2025-07-28,33,671.63
NAT,GIG,2025-06-28,2025-07-18,20,326.82
BEL,CGH,2025-05-18,2025-06-18,31,732.87
SDU,GIG,2024-10-22,2024-11-07,16,835.92
GIG,BSB,2025-07-03,2025-10-01,90,824.59
CGB,SDU,2025-06-30,2025-07-07,7,251.97
BSB,VCP,2024-12-20,2024-12-21,1,366.87
FLN,BSB,2024-11-26,2025-02-05,71,292.87
GRU,SSA,2025-08-22,2025-08-24,2,682.88
CGB,FOR,2025-04-11,2025-05-28,47,877.27
NAT,POA,2025-04-28,2025-07-17,80,963.54
BEL,CGB,2025-02-02,2025-05-03,90,733.69
GRU,CGH,2025-02-04,2025-03-05,29,753.08
SDU,FLN,2025-05-27,2025-06-13,17,583.43
GIG,SSA,2025-03-02,2025-05-25,84,1002.95
FOR,BSB,2025-03-27,2025-05-22,56,663.87
VCP,SDU,2024-10-11,2024-10-30,19,935.56
CGH,SDU,2025-04-10,2025-06-27,78,247.64
CWB,GRU,2024-10-16,2024-11-13,28,356.28
FOR,BSB,2024-10-21,2024-11-27,37,320.82
NAT,GRU,2024-12-29,2025-02-10,43,930.82
CWB,FLN,2025-03-22,2025-06-20,90,653.32
GRU,SDU,2025-04-01,2025-05-13,42,544.32
NAT,SDU,2025-03-29,2025-06-17,80,263.18
CGB,FOR,2025-01-27,2025-04-11,74,363.58
GRU,VCP,2025-04-07,2025-06-30,84,322.19
REC,CWB,2025-08-23,2025-09-25,33,548.75
POA,CGH,2025-04-14,2025-05-19,35,244.2
BEL,GRU,2025-07-13,2025-09-02,51,701.38
GRU,SSA,2024-10-29,2025-01-08,71,281.38
CGB,GIG,2024-09-06,2024-11-04,59,766.58
VCP,GIG,2024-09-24,2024-10-06,12,337.39
POA,FOR,2025-05-06,2025-06-08,33,392.61
GIG,SSA,2025-04-16,2025-05-15,29,295.71
FOR,GIG,2025-05-19,2025-08-12,85,572.56
GRU,CGB,2025-03-09,2025-03-12,3,1055.24
FOR,SSA,2024-10-12,2024-12-29,78,242.95
FOR,REC,2024-09-29,2024-11-20,52,484.81
VCP,BEL,2025-01-31,2025-04-16,75,483.85
GIG,NAT,2025-03-04,2025-04-23,50,210.88
VCP,CGB,2025-01-15,2025-03-02,46,266.86
BSB,SSA,2024-09-23,2024-11-29,67,875.15
GIG,NAT,2025-07-30,2025-09-07,39,578.75
BEL,GRU,2024-10-12,2024-11-16,35,942.81
CWB,CGH,2024-09-17,2024-09-23,6,679.09
REC,VCP,2025-09-05,2025-09-18,13,854.6
GRU,NAT,2025-07-25,2025-08-30,36,862.61
CGB,VCP,2025-03-13,2025-04-26,44,941.71
FOR,FLN,2024-10-27,2024-11-05,9,1012.19
GIG,CGB,2025-06-18,2025-08-28,71,812.35
POA,CGB,2024-12-23,2025-03-02,69,328.05
BSB,POA,2024-11-17,2025-01-10,54,419.66
VCP,POA,2025-03-01,2025-05-04,64,780.84
REC,CGH,2025-07-30,2025-08-11,12,453.95
REC,CWB,2024-12-18,2025-01-15,28,441.7
BSB,SSA,2025-02-04,2025-02-18,14,248.88
SSA,FLN,2024-11-25,2025-01-18,54,883.77
NAT,REC,2024-11-30,2024-12-15,15,423.63
VCP,FLN,2024-11-06,2024-12-31,55,304.44
REC,CGB,2024-10-17,2024-11-30,44,456.21
POA,CGH,2024-10-22,2025-01-14,84,1036.88
CGH,BEL,2025-02-15,2025-05-15,89,966.19
GRU,SSA,2024-11-16,2025-02-02,78,609.33
FLN,CWB,2025-04-14,2025-06-02,49,252.06
SDU,VCP,2025-05-15,2025-07-27,73,282.84
NAT,SSA,2025-05-06,2025-06-23,48,656.87
VCP,FOR,2024-11-08,2024-11-29,21,521.8
SSA,BEL,2025-05-16,2025-08-10,86,873.7
GRU,POA,2025-02-04,2025-02-24,20,816.76
NAT,GRU,2025-09-02,2025-09-14,12,646.71
POA,CGB,2025-07-09,2025-09-05,58,951.13
REC,FLN,2025-03-02,2025-03-27,25,697.99
CGB,FLN,2024-10-01,2024-11-09,39,893.12
CWB,SDU,2025-05-06,2025-05-15,9,368.36
CWB,VCP,2024-12-18,2025-01-09,22,790.28
SSA,FLN,2025-03-22,2025-05-29,68,332.56
NAT,REC,2024-10-08,2024-12-04,57,435.03
NAT,FOR,2024-12-20,2025-01-07,18,429.57
VCP,POA,2025-04-14,2025-06-13,60,681.18
BSB,CWB,2025-05-25,2025-06-29,35,168.06
SDU,FLN,2025-07-26,2025-08-04,9,1053.64
REC,CWB,2025-08-12,2025-10-24,73,973.41
FLN,CGB,2024-11-24,2025-01-01,38,691.83
BEL,BSB,2025-02-19,2025-03-10,19,558.2
VCP,FOR,2025-01-26,2025-04-12,76,337.93
FOR,CGB,2025-03-08,2025-06-05,89,274.14
CGB,BSB,2024-10-21,2025-01-17,88,341.89
BSB,GIG,2025-01-26,2025-03-20,53,289.15
FLN,SDU,2025-06-14,2025-09-12,90,223.17
GIG,CGH,2025-08-06,2025-08-24,18,467.94
BSB,GRU,2025-09-03,2025-10-23,50,327.54
FLN,GIG,2025-07-01,2025-08-04,34,701.35
BSB,GIG,2025-01-24,2025-03-30,65,1004.11
CWB,FOR,2024-09-22,2024-12-11,80,931.73
FLN,BEL,2025-02-28,2025-04-03,34,728.81
VCP,SSA,2024-12-08,2025-02-03,57,927.69
VCP,GRU,2025-09-03,2025-10-03,30,699.57
NAT,GIG,2025-01-20,2025-01-31,11,445.08
CGB,FOR,2025-05-16,2025-06-29,44,703.41
CGB,FLN,2025-09-03,2025-11-13,71,672.22
CGB,CWB,2025-08-04,2025-10-17,74,401.93
BEL,GIG,2025-08-24,2025-09-07,14,822.75
BSB,BEL,2024-10-18,2024-11-24,37,238.48
FLN,SSA,2025-04-22,2025-06-25,64,753.22
FLN,BSB,2025-03-22,2025-05-24,63,360.96
GIG,GRU,2025-08-13,2025-09-26,44,368.38
FLN,CGB,2025-01-28,2025-04-01,63,468.43
SSA,SDU,2025-05-14,2025-06-06,23,411.93
CGH,GIG,2024-10-06,2024-11-20,45,698.72
BSB,CWB,2025-05-11,2025-06-21,41,1174.46
NAT,BSB,2025-03-07,2025-03-10,3,562.39
GIG,CWB,2024-10-14,2024-12-19,66,537.6
CWB,VCP,2024-11-18,2024-12-15,27,653.88
SDU,POA,2025-02-08,2025-04-03,54,695.08
FOR,BSB,2025-04-05,2025-06-30,86,678.03
REC,FLN,2025-08-13,2025-08-19,6,825.23
BSB,GRU,2025-09-01,2025-09-10,9,460.92
FOR,NAT,2025-04-24,2025-05-27,33,654.97
SSA,POA,2025-04-12,2025-07-05,84,796.91
CGH,BSB,2025-08-12,2025-10-08,57,965.23
BEL,FOR,2024-12-24,2025-02-06,44,702.74
REC,BEL,2025-05-02,2025-06-21,50,250.65
SDU,CGB,2025-02-13,2025-05-03,79,1025.07
SDU,NAT,2025-05-19,2025-08-07,80,317.67
CWB,FLN,2025-02-09,2025-03-02,21,871.96
SDU,SSA,2025-04-22,2025-04-24,2,1139.85
SDU,BSB,2025-02-27,2025-05-05,67,896.93
BEL,CWB,2024-11-22,2024-12-13,21,755.78
FLN,SDU,2024-12-16,2025-02-27,73,662.01
VCP,SSA,2024-10-23,2024-12-17,55,855.73
BSB,BEL,2025-02-02,2025-04-21,78,701.48
REC,BSB,2025-07-07,2025-07-08,1,1022.56
REC,SSA,2025-07-22,2025-08-17,26,224.22
FLN,POA,2025-07-13,2025-09-27,76,461.01
VCP,FOR,2025-02-04,2025-03-30,54,494.62
BSB,VCP,2025-07-16,2025-08-21,36,1045.36
SSA,FOR,2025-01-06,2025-04-03,87,563.33
CWB,SDU,2025-04-11,2025-06-11,61,990.81
GIG,CGH,2024-12-29,2025-03-26,87,222.4
FOR,SDU,2025-06-24,2025-08-04,41,324.96
POA,CGB,2025-01-18,2025-03-06,47,711.34
FLN,NAT,2025-03-01,2025-05-07,67,702.8
SSA,FLN,2025-08-21,2025-11-16,87,379.12
BSB,SSA,2025-06-19,2025-07-15,26,851.85
SDU,FLN,2025-04-30,2025-07-25,86,1020.62
BSB,FLN,2025-01-04,2025-01-17,13,844.14
NAT,POA,2025-02-01,2025-03-02,29,903.14
VCP,NAT,2025-08-05,2025-08-08,3,563.68
FLN,NAT,2025-01-01,2025-03-25,83,306.16
FLN,SSA,2025-07-09,2025-07-15,6,738.5
GRU,SSA,2024-09-18,2024-10-14,26,956.1
POA,FOR,2024-11-26,2024-11-29,3,964.86
GIG,NAT,2024-11-24,2024-12-14,20,555.14
REC,GIG,2025-06-30,2025-09-01,63,200.46
FLN,POA,2025-03-18,2025-06-03,77,358.67
SSA,CWB,2024-12-12,2024-12-29,17,645.14
NAT,CGH,2024-10-04,2024-10-23,19,559.19
FOR,BSB,2025-06-17,2025-07-02,15,626.61
VCP,CWB,2024-11-18,2024-12-16,28,191.16
SSA,POA,2025-03-21,2025-04-21,31,411.37
VCP,NAT,2024-09-25,2024-12-05,71,605.8
BEL,CWB,2025-01-06,2025-03-15,68,872.18
GIG,CWB,2025-04-29,2025-05-01,2,1251.9
VCP,GRU,2025-04-18,2025-05-26,38,1028.23
VCP,SSA,2024-10-11,2025-01-07,88,740.74
SDU,GIG,2025-04-09,2025-06-21,73,539.53
SDU,CWB,2024-11-16,2025-01-02,47,1072.22
GRU,BEL,2025-08-15,2025-09-25,41,287.14
FOR,BEL,2025-01-19,2025-02-09,21,877.0
CGB,GRU,2024-12-14,2025-01-16,33,203.48
BEL,FLN,2024-11-02,2024-12-17,45,520.11
NAT,GIG,2025-04-14,2025-06-17,64,322.61
CGB,POA,2025-06-27,2025-08-03,37,509.48
FLN,GIG,2024-12-03,2025-02-08,67,300.34
FOR,BEL,2025-07-26,2025-09-19,55,964.45
CWB,GRU,2025-07-26,2025-10-23,89,705.54
CWB,SSA,2025-05-06,2025-06-26,51,985.74
FOR,SSA,2025-03-15,2025-06-13,90,810.57
SDU,SSA,2024-09-11,2024-11-04,54,1030.37
CGB,POA,2025-01-13,2025-02-27,45,534.36
REC,BSB,2024-12-08,2024-12-17,9,756.58
CWB,GIG,2024-12-22,2025-02-07,47,415.28
SSA,POA,2025-07-31,2025-09-12,43,561.58
SDU,POA,2025-07-10,2025-08-14,35,256.29
FLN,POA,2025-06-29,2025-08-26,58,388.11
NAT,SDU,2025-07-30,2025-09-08,40,747.76
CGH,REC,2025-03-31,2025-04-02,2,562.86
SDU,GRU,2025-03-12,2025-06-06,86,665.39
BEL,FOR,2025-07-06,2025-08-14,39,429.02
BEL,SDU,2025-07-03,2025-09-20,79,881.98
FOR,VCP,2024-09-14,2024-11-17,64,355.68
GRU,SDU,2025-06-07,2025-07-03,26,322.04
NAT,CWB,2025-08-28,2025-11-26,90,332.76
CGB,POA,2025-05-14,2025-06-16,33,721.76
FLN,FOR,2025-02-20,2025-03-18,26,836.48
CWB,REC,2025-04-24,2025-06-29,66,1007.12
POA,BSB,2025-08-16,2025-09-15,30,347.76
BSB,CWB,2025-08-11,2025-10-26,76,206.02
BSB,SDU,2024-11-03,2024-11-16,13,913.59
FLN,GRU,2024-09-18,2024-10-17,29,366.78
NAT,GRU,2025-02-02,2025-03-26,52,710.11
CGH,GRU,2024-12-04,2025-02-13,71,490.4
CGB,FOR,2025-05-08,2025-06-25,48,183.94
FLN,GRU,2024-09-20,2024-10-01,11,592.0
SDU,SSA,2025-07-13,2025-09-21,70,901.81
GRU,BEL,2025-02-10,2025-04-09,58,335.55
NAT,CWB,2025-04-28,2025-07-10,73,429.54
BEL,POA,2024-11-21,2025-01-24,64,411.46
FLN,BSB,2025-05-17,2025-07-30,74,250.19
CGH,GIG,2025-03-07,2025-03-24,17,379.9
BSB,REC,2025-04-20,2025-06-26,67,396.21
FLN,CGB,2024-11-06,2024-11-20,14,451.03
NAT,GIG,2025-07-24,2025-08-10,17,425.18
GIG,VCP,2025-07-06,2025-07-31,25,1173.3
BSB,FOR,2025-05-16,2025-06-09,24,692.62
CGH,GRU,2025-02-28,2025-05-16,77,544.88
GRU,CGB,2025-07-21,2025-09-09,50,688.38
GRU,GIG,2024-12-25,2025-02-05,42,243.01
CWB,GRU,2025-05-22,2025-08-13,83,702.58
BSB,FOR,2024-10-25,2024-12-30,66,404.77
FLN,CGH,2025-04-24,2025-05-04,10,873.95
NAT,CGH,2024-10-27,2025-01-25,90,413.1
FLN,BEL,2025-02-27,2025-04-22,54,424.83
CGH,FLN,2024-11-16,2024-12-31,45,221.02
FLN,CGH,2024-12-09,2025-02-09,62,523.73
GIG,BEL,2025-02-14,2025-03-12,26,585.47
CGB,GRU,2025-08-05,2025-10-12,68,485.6
BEL,FLN,2025-06-12,2025-06-15,3,360.03
FLN,GIG,2024-11-20,2024-12-17,27,625.78
GIG,GRU,2025-07-06,2025-07-30,24,558.73
VCP,REC,2025-08-04,2025-10-13,70,367.98
CGH,GIG,2025-01-04,2025-01-25,21,900.55
GRU,BEL,2025-02-03,2025-04-08,64,737.85
GIG,BEL,2024-09-20,2024-10-31,41,776.41
SDU,BEL,2024-11-18,2024-11-30,12,905.41
SDU,CWB,2025-05-14,2025-07-24,71,362.8
POA,BEL,2025-03-23,2025-06-21,90,875.18
CWB,VCP,2025-03-04,2025-04-07,34,301.18
REC,NAT,2025-08-27,2025-11-09,74,617.43
NAT,REC,2025-04-25,2025-05-20,25,613.25
CGH,POA,2024-09-22,2024-12-14,83,297.44
VCP,SSA,2025-06-24,2025-09-13,81,793.85
CWB,FOR,2025-02-09,2025-04-11,61,476.63
GIG,NAT,2025-02-01,2025-04-17,75,579.15
VCP,NAT,2025-08-24,2025-09-01,8,372.68
BEL,NAT,2024-11-07,2024-11-09,2,904.98
GRU,FLN,2025-05-07,2025-07-17,71,599.9
CGB,NAT,2024-09-30,2024-10-14,14,1107.17
NAT,GIG,2025-08-23,2025-09-23,31,242.28
FOR,SSA,2024-10-12,2024-12-16,65,585.67
NAT,CWB,2025-02-09,2025-02-24,15,515.45
CWB,BSB,2024-12-28,2025-02-28,62,456.25
GRU,FOR,2025-06-08,2025-07-08,30,384.66
FLN,SSA,2025-08-15,2025-11-13,90,406.52
REC,CWB,2025-05-23,2025-08-14,83,444.84
FOR,SSA,2024-10-17,2024-12-14,58,380.86
CWB,SSA,2025-01-25,2025-03-27,61,388.62
VCP,CGB,2024-10-20,2024-11-27,38,801.64
FLN,GRU,2024-10-26,2024-12-26,61,716.44
BEL,CGH,2025-08-07,2025-10-05,59,624.56
SDU,VCP,2024-12-02,2024-12-12,10,825.92
CGH,CGB,2024-11-03,2025-01-08,66,511.29
CGH,GIG,2025-02-28,2025-04-19,50,215.43
BSB,SSA,2025-06-01,2025-06-27,26,549.55
SSA,CGH,2024-12-18,2025-01-23,36,798.69
BEL,FOR,2025-01-21,2025-03-01,39,535.04
FLN,BEL,2025-04-10,2025-05-19,39,871.18
REC,GIG,2025-08-20,2025-10-07,48,520.93
VCP,POA,2025-06-08,2025-06-11,3,520.54
NAT,FOR,2025-01-04,2025-03-22,77,927.39
FOR,GRU,2025-04-23,2025-05-15,22,612.89
BSB,POA,2025-07-02,2025-07-06,4,847.39
BSB,BEL,2025-04-22,2025-06-16,55,339.12
SDU,SSA,2025-03-14,2025-05-07,54,724.13
CGB,VCP,2024-11-13,2024-12-23,40,606.86
GRU,GIG,2024-09-27,2024-10-22,25,911.52
FLN,SSA,2025-08-30,2025-09-10,11,671.45
FLN,SDU,2025-07-18,2025-08-16,29,255.02
SSA,CGB,2024-11-27,2025-02-13,78,217.2
BSB,SSA,2025-07-10,2025-10-05,87,1100.32
SSA,POA,2025-01-24,2025-03-30,65,253.21
BEL,FLN,2025-08-27,2025-10-28,62,919.88
CGB,REC,2025-01-08,2025-02-16,39,721.77
CGB,CWB,2024-11-13,2025-01-23,71,375.92
BEL,CGB,2025-09-01,2025-09-07,6,739.75
POA,SSA,2025-02-10,2025-03-28,46,417.68
SSA,REC,2024-12-31,2025-03-13,72,308.77
CWB,CGH,2024-12-28,2025-01-23,26,953.74
SSA,SDU,2025-03-27,2025-06-02,67,393.48
FOR,BSB,2024-12-09,2024-12-23,14,362.68
CWB,FOR,2024-09-15,2024-12-04,80,563.9
GIG,BSB,2025-02-20,2025-03-17,25,612.93
POA,CGB,2025-06-27,2025-08-04,38,598.68
SDU,REC,2025-04-09,2025-05-25,46,811.54
BEL,GRU,2025-07-01,2025-09-08,69,212.28
SDU,GRU,2025-04-14,2025-04-26,12,624.92
SDU,REC,2024-11-22,2024-12-18,26,475.86
CGB,VCP,2025-01-16,2025-03-27,70,568.99
SSA,BSB,2024-12-22,2025-02-11,51,340.16
REC,NAT,2025-01-25,2025-02-14,20,288.53
NAT,VCP,2024-11-16,2024-12-26,40,708.4
GRU,CGB,2025-02-22,2025-04-13,50,1176.21
CGH,REC,2025-01-15,2025-04-07,82,638.64
CGB,VCP,2025-02-26,2025-04-23,56,609.83
BEL,BSB,2025-02-19,2025-03-15,24,1117.28
BSB,REC,2025-06-15,2025-09-13,90,917.75
CWB,CGB,2025-07-17,2025-09-05,50,578.35
SDU,GIG,2025-07-07,2025-07-30,23,619.82
SSA,CGH,2024-10-17,2024-12-14,58,833.39
CGH,VCP,2024-12-11,2025-02-08,59,847.47
FLN,SDU,2025-07-17,2025-08-16,30,374.86
BSB,SSA,2025-05-22,2025-06-09,18,319.77
FLN,CWB,2024-10-28,2025-01-19,83,670.76
CWB,SDU,2025-01-28,2025-02-18,21,769.57
VCP,BEL,2025-07-02,2025-09-24,84,556.59
VCP,GIG,2025-02-11,2025-02-26,15,509.13
BEL,SDU,2024-11-26,2025-02-01,67,874.33
GIG,REC,2024-09-28,2024-12-06,69,537.98
POA,REC,2025-01-23,2025-03-09,45,559.64
FLN,CGH,2025-06-29,2025-09-18,81,199.1
CWB,NAT,2024-09-07,2024-10-02,25,343.42
CWB,VCP,2025-08-15,2025-08-20,5,327.1
CGB,GRU,2024-11-12,2024-12-07,25,684.34
GIG,REC,2025-05-13,2025-05-19,6,422.63
VCP,CGH,2024-12-04,2025-02-18,76,753.04
FLN,BEL,2024-09-26,2024-10-27,31,323.69
GRU,FOR,2025-05-15,2025-06-20,36,719.76
FLN,CGH,2024-11-15,2025-01-05,51,725.99
BEL,GIG,2025-09-02,2025-11-04,63,390.0
CWB,BEL,2025-05-09,2025-05-25,16,665.49
GRU,FOR,2025-03-01,2025-05-01,61,325.93
GRU,GIG,2024-12-31,2025-01-27,27,1024.36
CGB,NAT,2024-12-04,2025-02-01,59,643.42
REC,POA,2025-03-30,2025-05-31,62,273.65
GRU,GIG,2025-06-14,2025-07-23,39,316.51
VCP,REC,2025-07-29,2025-10-01,64,393.51
FOR,FLN,2024-09-10,2024-09-23,13,328.88
NAT,FLN,2025-01-10,2025-04-05,85,768.01
BEL,FOR,2025-08-27,2025-11-25,90,661.11
SSA,FLN,2024-11-22,2025-01-06,45,397.9
GIG,GRU,2024-11-03,2024-12-12,39,204.52
BSB,FOR,2025-07-16,2025-10-02,78,1111.1
CGB,GRU,2025-02-22,2025-05-03,70,800.47
GRU,CGB,2024-12-06,2025-01-04,29,877.39
FLN,FOR,2025-06-27,2025-07-21,24,816.39
BEL,BSB,2025-02-27,2025-04-17,49,477.58
POA,SSA,2025-09-01,2025-10-29,58,698.68
BSB,FLN,2025-06-30,2025-09-23,85,407.92
SSA,BEL,2024-11-08,2024-12-25,47,432.41
FOR,GRU,2024-09-16,2024-10-20,34,660.24
POA,GRU,2025-08-07,2025-10-30,84,522.74
POA,CGH,2025-03-08,2025-06-02,86,479.15
POA,FLN,2024-11-25,2025-01-24,60,309.01
GIG,FOR,2025-01-18,2025-03-12,53,802.09
FLN,CGH,2025-08-31,2025-09-24,24,892.88
BSB,POA,2024-12-12,2025-01-26,45,410.19
GRU,FLN,2025-06-26,2025-08-07,42,183.92
NAT,REC,2025-03-07,2025-04-08,32,257.79
GIG,SDU,2024-10-05,2024-12-25,81,225.68
POA,NAT,2025-02-09,2025-02-17,8,660.81
NAT,FOR,2025-09-05,2025-09-29,24,711.44
BEL,FLN,2025-01-30,2025-03-24,53,746.58
CGB,POA,2025-06-30,2025-07-31,31,886.86
FLN,CGH,2025-01-11,2025-01-23,12,1077.06
POA,BEL,2025-04-20,2025-06-15,56,295.36
REC,BEL,2025-03-24,2025-04-17,24,282.5
SDU,CGB,2024-10-31,2024-11-18,18,897.09
REC,SDU,2025-07-14,2025-08-09,26,564.86
FLN,CWB,2025-06-28,2025-08-04,37,478.45
GRU,CGH,2025-05-11,2025-06-16,36,570.83
VCP,CGB,2025-03-23,2025-04-26,34,421.2
GRU,SDU,2025-02-16,2025-04-07,50,833.64
SDU,REC,2025-09-02,2025-09-29,27,323.66
GIG,CGH,2025-08-07,2025-09-20,44,1007.39
CWB,GIG,2025-03-15,2025-04-18,34,908.88
FOR,NAT,2025-04-05,2025-06-14,70,624.77
